,MAO,ITA,BOR,MNC
2019-04-30,27.47,13.75,21.48,18.67
2019-05-01,27.53,13.76,21.42,18.71
2019-05-02,27.58,13.78,21.38,18.75
2019-05-03,27.61,13.82,21.37,18.79
2019-05-04,27.65,13.84,21.33,18.83
2019-05-05,27.69,13.87,21.23,18.88
2019-05-06,27.74,13.90,21.27,18.92
2019-05-07,27.80,13.91,21.25,18.95
2019-05-08,27.84,13.93,21.24,18.97
2019-05-09,27.89,13.96,21.21,19.01
2019-05-10,27.92,13.98,21.19,19.05
2019-05-11,27.96,13.99,21.17,19.09
2019-05-12,28.01,14.02,21.13,19.12
2019-05-13,28.06,14.04,21.10,19.16
2019-05-14,28.10,14.05,21.06,19.20
2019-05-15,28.18,14.06,21.02,19.28
2019-05-16,28.23,14.09,20.98,19.33
2019-05-17,28.28,14.14,20.96,19.37
2019-05-18,28.33,14.16,20.94,19.41
2019-05-19,28.38,14.21,20.92,19.45
2019-05-20,28.44,14.24,20.91,19.49
2019-05-21,28.51,14.29,20.86,19.53
2019-05-22,28.57,14.31,20.86,19.58
2019-05-23,28.61,14.34,20.88,19.61
2019-05-24,28.66,14.35,20.86,19.65
2019-05-25,28.71,14.37,20.83,19.69
2019-05-26,28.75,14.38,20.82,19.71
2019-05-27,28.79,14.41,20.82,19.75
2019-05-28,28.82,14.43,20.78,19.79
2019-05-29,28.86,14.46,20.74,19.81
2019-05-30,28.90,14.48,20.71,19.85
2019-05-31,28.93,14.49,20.67,19.89
2019-06-01,28.97,14.51,20.62,19.92
2019-06-02,29.02,14.53,20.59,19.94
2019-06-03,29.07,14.54,20.57,19.97
2019-06-04,29.11,14.54,20.54,20.00
2019-06-05,29.14,14.54,20.50,20.02
2019-06-06,29.17,14.55,20.48,20.04
2019-06-07,29.19,14.59,20.45,20.06
2019-06-08,29.22,14.60,20.42,20.09
2019-06-09,29.25,14.61,20.39,20.11
2019-06-10,29.27,14.63,20.32,20.13
2019-06-11,29.29,14.62,20.26,20.14
2019-06-12,29.30,14.62,20.23,20.17
2019-06-13,29.31,14.61,20.19,20.18
2019-06-14,29.34,14.60,20.15,20.19
2019-06-15,29.36,14.60,20.11,20.20
2019-06-16,29.38,14.60,20.10,20.20
2019-06-17,29.39,14.61,20.07,20.20
2019-06-18,29.40,14.65,20.03,20.20
2019-06-19,29.40,14.63,19.97,20.21
2019-06-20,29.40,14.62,19.87,20.21
2019-06-21,29.41,14.62,19.83,20.22
2019-06-22,29.42,14.61,19.77,20.23
2019-06-23,29.42,14.61,19.72,20.22
2019-06-24,29.42,14.60,19.69,20.21
2019-06-25,29.42,14.57,19.65,20.20
2019-06-26,29.41,14.55,19.61,20.19
2019-06-27,29.38,14.52,19.54,20.18
2019-06-28,29.36,14.48,19.50,20.16
2019-06-29,29.34,14.46,19.43,20.15
2019-06-30,29.32,14.46,19.34,20.13
2019-07-01,29.31,14.45,19.24,20.12
2019-07-02,29.29,14.44,19.23,20.10
2019-07-03,29.28,14.42,19.19,20.08
2019-07-04,29.26,14.41,19.12,20.07
2019-07-05,29.24,14.39,19.03,20.04
2019-07-06,29.22,14.36,18.95,20.03
2019-07-07,29.20,14.35,18.83,20.02
2019-07-08,29.17,14.33,18.80,19.98
2019-07-09,29.16,14.32,18.74,19.98
2019-07-10,29.15,14.30,18.69,19.96
2019-07-11,29.12,14.28,18.63,19.93
2019-07-12,29.10,14.26,18.58,19.90
2019-07-13,29.08,14.23,18.56,19.87
2019-07-14,29.05,14.21,18.52,19.84
2019-07-15,29.02,14.17,18.48,19.81
2019-07-16,28.99,14.13,18.43,19.78
2019-07-17,28.95,14.10,18.39,19.75
2019-07-18,28.91,14.07,18.33,19.71
2019-07-19,28.88,14.03,18.28,19.68
2019-07-20,28.86,14.01,18.23,19.65
2019-07-21,28.83,13.99,18.14,19.61
2019-07-22,28.80,13.96,18.04,19.57
2019-07-23,28.75,13.91,17.96,19.53
2019-07-24,28.70,13.88,17.87,19.47
2019-07-25,28.66,13.83,17.78,19.45
2019-07-26,28.61,13.78,17.71,19.40
2019-07-27,28.56,13.74,17.62,19.35
2019-07-28,28.51,13.70,17.55,19.31
2019-07-29,28.45,13.64,17.49,19.25
2019-07-30,28.40,13.59,17.42,19.20
2019-07-31,28.34,13.55,17.33,19.16
2019-08-01,28.30,13.51,17.17,19.11
2019-08-02,28.25,13.46,17.14,19.06
2019-08-03,28.20,13.40,17.07,19.01
2019-08-04,28.15,13.35,16.94,18.96
2019-08-05,28.09,13.30,16.89,18.90
2019-08-06,28.02,13.26,16.86,18.84
2019-08-07,27.96,13.21,16.82,18.79
2019-08-08,27.90,13.17,16.76,18.74
2019-08-09,27.84,13.13,16.71,18.68
2019-08-10,27.80,13.09,16.67,18.63
2019-08-11,27.76,13.03,16.65,18.57
2019-08-12,27.71,12.98,16.61,18.51
2019-08-13,27.65,12.92,16.46,18.45
2019-08-14,27.58,12.87,16.39,18.39
2019-08-15,27.51,12.81,16.32,18.34
2019-08-16,27.44,12.76,16.26,18.30
2019-08-17,27.39,12.72,16.19,18.25
2019-08-18,27.34,12.67,16.12,18.19
2019-08-19,27.30,12.62,16.05,18.12
2019-08-20,27.24,12.55,15.96,18.06
2019-08-21,27.19,12.50,15.89,17.99
2019-08-22,27.16,12.44,15.84,17.91
2019-08-23,27.14,12.37,15.76,17.84
2019-08-24,27.07,12.28,15.68,17.75
2019-08-25,27.00,12.18,15.59,17.68
2019-08-26,26.92,12.14,15.51,17.59
2019-08-27,26.83,12.11,15.45,17.50
2019-08-28,26.72,12.04,15.36,17.41
2019-08-29,26.62,11.97,15.29,17.33
2019-08-30,26.51,11.89,15.22,17.24
2019-08-31,26.41,11.82,15.11,17.13
2019-09-01,26.31,11.79,15.01,17.03
2019-09-02,26.22,11.67,14.88,16.93
2019-09-03,26.15,11.60,14.83,16.83
2019-09-04,26.07,11.52,14.76,16.72
2019-09-05,25.98,11.44,14.70,16.61
2019-09-06,25.88,11.36,14.60,16.49
2019-09-07,25.76,11.22,14.52,16.34
2019-09-08,25.64,11.07,14.43,16.23
2019-09-09,25.51,11.02,14.33,16.09
2019-09-10,26.36,10.97,14.24,15.97
2019-09-11,25.21,10.87,14.16,15.81
2019-09-12,25.05,10.76,14.01,15.64
2019-09-13,24.87,10.64,13.87,15.48
2019-09-14,24.75,10.52,13.77,15.30
2019-09-15,24.62,10.40,13.63,15.13
2019-09-16,24.49,10.26,13.56,14.91
2019-09-17,24.33,10.14,13.47,14.70
2019-09-18,24.13,9.99,13.34,14.48
2019-09-19,23.91,9.85,13.19,14.27
2019-09-20,23.71,9.79,13.03,14.03
2019-09-21,23.50,9.53,12.83,13.79
2019-09-22,23.28,9.37,12.61,13.55
2019-09-23,23.06,9.21,12.50,13.31
2019-09-24,22.84,9.01,12.36,13.05
2019-09-25,22.66,8.82,12.21,12.81
2019-09-26,22.46,8.64,11.98,12.55
2019-09-27,22.24,8.46,11.78,12.30
2019-09-28,22.01,8.29,11.68,12.07
2019-09-29,21.78,8.10,11.58,11.82
2019-09-30,21.54,7.93,11.44,11.60
2019-10-01,21.29,7.74,11.31,11.36
2019-10-02,21.02,7.56,11.18,11.16
2019-10-03,20.78,7.35,11.07,10.95
2019-10-04,20.56,7.22,10.85,10.74
2019-10-05,20.39,7.05,10.72,10.53
2019-10-06,20.23,6.87,10.64,10.37
2019-10-07,20.07,6.70,10.52,10.19
2019-10-08,19.84,6.53,10.39,10.03
2019-10-09,19.60,6.34,10.32,9.83
2019-10-10,19.43,6.20,10.22,9.72
2019-10-11,19.29,6.06,10.14,9.62
2019-10-12,19.16,5.87,10.10,9.50
2019-10-13,19.03,5.66,10.09,9.39
2019-10-14,18.91,5.56,10.06,9.30
2019-10-15,18.83,5.50,10.06,9.19
2019-10-16,18.74,5.47,10.05,9.11
2019-10-17,18.66,5.40,10.11,9.03
2019-10-18,18.54,5.31,10.20,8.97
2019-10-19,18.45,5.25,10.28,8.91
2019-10-20,18.37,5.20,10.35,8.86
2019-10-21,18.29,5.13,10.42,8.84
2019-10-22,18.22,5.09,10.41,8.85
2019-10-23,18.17,5.06,10.35,8.87
2019-10-24,18.11,5.02,10.29,8.93
2019-10-25,18.06,5.00,10.26,9.02
2019-10-26,18.08,5.00,10.24,9.10
2019-10-27,18.11,5.01,10.18,9.19
2019-10-28,18.14,5.03,10.18,9.25
2019-10-29,18.20,5.09,10.18,9.32
2019-10-30,18.32,5.13,10.24,9.37
2019-10-31,18.47,5.17,10.32,9.43
2019-11-01,18.57,5.22,10.37,9.49
2019-11-02,18.63,5.27,10.41,9.56
2019-11-03,18.68,5.31,10.48,9.62
2019-11-04,18.72,5.34,10.54,9.68
2019-11-05,18.77,5.36,10.58,9.74
2019-11-06,18.82,5.38,10.61,9.79
2019-11-07,18.87,5.41,10.61,9.86
2019-11-08,18.91,5.43,10.62,9.92
2019-11-09,18.95,5.45,10.62,10.00
2019-11-10,18.98,5.47,10.61,10.06
2019-11-11,19.01,5.51,10.61,10.11
2019-11-12,19.07,5.54,10.62,10.20
2019-11-13,19.16,5.58,10.62,10.28
2019-11-14,19.20,5.63,10.62,10.35
2019-11-15,19.24,5.66,10.62,10.42
2019-11-16,19.28,5.71,10.62,10.52
2019-11-17,19.33,5.74,10.62,10.59
2019-11-18,19.39,5.83,10.67,10.65
2019-11-19,19.43,5.86,10.77,10.72
2019-11-20,19.48,5.91,10.88,10.79
2019-11-21,19.54,5.96,11.02,10.86
2019-11-22,19.63,6.03,11.23,10.96
2019-11-23,19.71,6.08,11.44,11.04
2019-11-24,19.80,6.17,11.68,11.11
2019-11-25,19.89,6.26,11.89,11.21
2019-11-26,19.96,6.37,12.11,11.28
2019-11-27,20.05,6.48,12.39,11.38
2019-11-28,20.17,6.57,12.59,11.48
2019-11-29,20.31,6.68,12.67,11.58
2019-11-30,20.42,6.78,12.73,11.67
2019-12-01,20.52,6.87,12.75,11.77
2019-12-02,20.62,6.94,12.78,11.85
2019-12-03,20.77,7.00,12.80,11.92
2019-12-04,20.90,7.03,12.80,12.04
2019-12-05,21.01,7.11,12.80,12.10
2019-12-06,21.14,7.15,12.76,12.16
2019-12-07,21.18,7.20,12.84,12.26
2019-12-08,21.22,7.26,12.94,12.33
2019-12-09,21.27,7.30,13.03,12.39
2019-12-10,21.31,7.34,13.07,12.44
2019-12-11,21.34,7.44,13.07,12.48
2019-12-12,21.38,7.47,13.22,12.54
2019-12-13,21.42,7.56,13.40,12.60
2019-12-14,21.45,7.55,13.58,12.66
2019-12-15,21.48,7.64,13.74,12.76
2019-12-16,21.52,7.75,13.91,12.82
2019-12-17,21.55,7.82,14.15,12.88
2019-12-18,21.60,7.90,14.41,12.95
2019-12-19,21.67,7.93,14.68,13.01
2019-12-20,21.72,8.06,14.85,13.07
2019-12-21,21.80,8.14,14.96,13.13
2019-12-22,21.89,8.24,15.07,13.20
2019-12-23,21.98,8.33,15.21,13.28
2019-12-24,22.04,8.43,15.32,13.35
2019-12-25,22.14,8.52,15.38,13.43
2019-12-26,22.25,8.61,15.46,13.55
2019-12-27,22.38,8.70,15.60,13.64
2019-12-28,22.47,8.78,15.76,13.72
2019-12-29,22.56,8.86,15.86,13.78
2019-12-30,22.66,8.91,15.94,13.88
2019-12-31,22.76,9.05,16.16,13.96
2020-01-01,22.87,9.14,16.28,14.10
2020-01-02,22.99,9.23,16.36,14.16
2020-01-03,23.06,9.29,16.43,14.24
2020-01-04,23.12,9.35,16.50,14.31
2020-01-05,23.18,9.43,16.60,14.38
2020-01-06,23.25,9.49,16.72,14.44
2020-01-07,23.32,9.55,16.83,14.50
2020-01-08,23.38,9.63,16.96,14.58
2020-01-09,23.43,9.70,17.14,14.66
2020-01-10,23.50,9.77,17.33,14.72
2020-01-11,23.56,9.85,17.46,14.76
2020-01-12,23.63,9.92,17.59,14.80
2020-01-13,23.70,9.98,17.67,14.86
2020-01-14,23.78,10.05,17.72,14.91
2020-01-15,23.86,10.09,17.78,14.96
2020-01-16,23.95,10.15,17.86,15.01
2020-01-17,24.06,10.21,17.91,15.05
2020-01-18,24.09,10.24,17.94,15.10
2020-01-19,24.12,10.29,17.98,15.13
2020-01-20,24.16,10.34,18.02,15.17
2020-01-21,24.20,10.40,18.04,15.22
2020-01-22,24.26,10.42,18.03,15.26
2020-01-23,24.32,10.43,18.03,15.28
2020-01-24,24.36,10.45,18.03,15.31
2020-01-25,24.40,10.48,18.03,15.37
2020-01-26,24.43,10.49,18.03,15.39
2020-01-27,24.46,10.50,18.03,15.40
2020-01-28,24.51,10.53,18.01,15.43
2020-01-29,24.53,10.54,18.01,15.46
2020-01-30,24.54,10.55,18.01,15.48
2020-01-31,24.55,10.57,18.01,15.50
2020-02-01,24.56,10.56,18.01,15.51
2020-02-02,24.57,10.57,18.01,15.53
2020-02-03,24.59,10.57,18.01,15.55
2020-02-04,24.60,10.57,18.01,15.56
2020-02-05,24.61,10.58,18.01,15.58
2020-02-06,24.62,10.58,18.01,15.58
2020-02-07,24.62,10.59,18.01,15.58
2020-02-08,24.62,10.59,18.07,15.58
2020-02-09,24.61,10.59,18.10,15.57
2020-02-10,24.59,10.57,18.10,15.56
2020-02-11,24.56,10.53,18.13,15.56
2020-02-12,24.54,10.61,18.19,15.58
2020-02-13,24.54,10.62,18.26,15.57
2020-02-14,24.55,10.65,18.33,15.59
2020-02-15,24.56,10.68,18.41,15.59
2020-02-16,24.58,10.69,18.48,15.60
2020-02-17,24.60,10.71,18.56,15.61
2020-02-18,24.61,10.72,18.65,15.61
2020-02-19,24.61,10.73,18.72,15.61
2020-02-20,24.61,10.74,18.79,15.66
2020-02-21,24.59,10.76,18.83,15.65
2020-02-22,24.57,10.77,18.88,15.64
2020-02-23,24.55,10.77,18.93,15.62
2020-02-24,24.54,10.80,18.96,15.61
2020-02-25,24.53,10.83,18.97,15.60
2020-02-26,24.52,10.85,19.02,15.62
2020-02-27,24.52,10.87,19.04,15.64
2020-02-28,24.54,10.89,19.07,15.65
2020-02-29,24.55,10.90,19.10,15.67
2020-03-01,24.55,10.92,19.19,15.67
2020-03-02,24.55,10.96,19.27,15.66
2020-03-03,24.56,10.98,19.31,15.66
2020-03-04,24.58,10.98,19.34,15.66
2020-03-05,24.60,11.02,19.36,15.70
2020-03-06,24.60,11.05,19.39,15.71
2020-03-07,24.60,11.08,19.46,15.73
2020-03-08,24.61,11.11,19.53,15.75
2020-03-09,24.63,11.12,19.59,15.75
2020-03-10,24.65,11.14,19.63,15.78
2020-03-11,24.67,11.18,19.68,15.81
2020-03-12,24.68,11.21,19.71,15.82
2020-03-13,24.69,11.28,19.75,15.85
2020-03-14,24.71,11.30,19.80,15.90
2020-03-15,24.74,11.35,19.83,15.92
2020-03-16,24.77,11.38,19.89,15.94
2020-03-17,24.80,11.42,19.96,15.98
2020-03-18,24.84,11.47,19.99,16.00
2020-03-19,24.87,11.48,19.99,16.08
2020-03-20,24.92,11.61,20.01,16.12
2020-03-21,24.96,11.64,20.03,16.16
2020-03-22,25.00,11.66,20.04,16.21
2020-03-23,25.05,11.70,20.04,16.26
2020-03-24,25.08,11.75,20.04,16.30
2020-03-25,25.10,11.76,20.03,16.32
2020-03-26,25.12,11.79,20.02,16.32
2020-03-27,25.13,11.82,20.02,16.33
2020-03-28,25.14,11.83,20.02,16.36
2020-03-29,25.16,11.84,20.02,16.37
2020-03-30,25.18,11.87,20.02,16.39
2020-03-31,25.22,11.91,20.02,16.44
2020-04-01,25.27,11.92,20.01,16.47
2020-04-02,25.34,11.95,20.01,16.51
2020-04-03,25.39,11.98,20.01,16.53
2020-04-04,25.41,12.01,20.01,16.55
2020-04-05,25.41,12.03,20.01,16.58
2020-04-06,25.41,12.04,19.99,16.61
2020-04-07,25.42,12.07,20.02,16.64
2020-04-08,25.43,12.09,20.05,16.67
2020-04-09,25.48,12.14,20.07,16.72
2020-04-10,25.53,12.15,20.10,16.77
2020-04-11,25.59,12.16,20.10,16.82
2020-04-12,25.66,12.20,20.12,16.86
2020-04-13,25.73,12.27,20.17,16.89
2020-04-14,25.77,12.34,20.20,16.93
2020-04-15,25.83,12.36,20.23,17.00
2020-04-16,25.88,12.39,20.25,17.04
2020-04-17,25.95,12.43,20.27,17.09
2020-04-18,26.02,12.46,20.28,17.14
2020-04-19,26.08,12.51,20.31,17.18
2020-04-20,26.14,12.55,20.33,17.22
2020-04-21,26.20,12.59,20.35,17.27
2020-04-22,26.25,12.65,20.37,17.31
2020-04-23,26.31,12.67,20.39,17.37
2020-04-24,26.36,12.69,20.42,17.41
2020-04-25,26.42,12.76,20.45,17.50
2020-04-26,26.49,12.80,20.44,17.53
2020-04-27,26.56,12.84,20.49,17.58
2020-04-28,26.63,12.88,20.50,17.63
2020-04-29,26.68,12.92,20.50,17.68
2020-04-30,26.72,12.95,20.50,17.73
2020-05-01,26.77,12.98,20.47,17.79
2020-05-02,26.82,13.02,20.43,17.86
2020-05-03,26.88,13.06,20.39,17.92
2020-05-04,26.95,13.08,20.35,17.98
2020-05-05,27.03,13.12,20.35,18.02
2020-05-06,27.08,13.18,20.29,18.06
2020-05-07,27.12,13.20,20.26,18.11
2020-05-08,27.19,13.24,20.26,18.16
2020-05-09,27.24,13.27,20.26,18.21
2020-05-10,27.28,13.29,20.24,18.27
2020-05-11,27.32,13.32,20.21,18.30
2020-05-12,27.36,13.35,20.17,18.32
2020-05-13,27.42,13.37,20.16,18.39
2020-05-14,27.47,13.41,20.11,18.41
2020-05-15,27.53,13.43,20.09,18.44
2020-05-16,27.59,13.46,20.05,18.49
2020-05-17,27.64,13.49,20.07,18.53
2020-05-18,27.68,13.52,20.09,18.57
2020-05-19,27.73,13.54,20.10,18.62
2020-05-20,27.79,13.56,20.10,18.65
2020-05-21,27.83,13.58,19.97,18.69
2020-05-22,27.87,13.60,19.94,18.71
2020-05-23,27.92,13.64,19.92,18.75
2020-05-24,27.97,13.70,19.92,18.80
2020-05-25,28.03,13.71,19.80,18.84
2020-05-26,28.07,13.74,19.89,18.87
2020-05-27,28.11,13.75,19.87,18.91
2020-05-28,28.17,13.77,19.79,18.93
2020-05-29,28.20,13.79,19.77,18.96
2020-05-30,28.23,13.82,19.73,18.99
2020-05-31,28.26,13.83,19.71,19.02
2020-06-01,28.28,13.89,19.66,19.03
2020-06-02,28.31,13.90,19.53,19.07
2020-06-03,28.33,13.90,19.44,19.08
2020-06-04,28.35,13.91,19.37,19.10
2020-06-05,28.38,13.90,19.29,19.11
2020-06-06,28.41,13.92,19.25,19.15
2020-06-07,28.44,13.94,19.23,19.20
2020-06-08,28.46,13.95,19.22,19.21
2020-06-09,28.47,13.95,19.16,19.21
2020-06-10,28.48,13.96,19.10,19.21
2020-06-11,28.49,13.96,19.04,19.22
2020-06-12,28.49,13.96,18.92,19.23
2020-06-13,28.49,13.96,18.87,19.24
2020-06-14,28.50,13.95,18.84,19.25
2020-06-15,28.51,13.93,18.77,19.25
2020-06-16,28.51,13.92,18.77,19.25
2020-06-17,28.51,13.92,18.75,19.28
2020-06-18,28.52,13.90,18.64,19.29
2020-06-19,28.52,13.90,18.54,19.29
2020-06-20,28.52,13.87,18.46,19.28
2020-06-21,28.51,13.84,18.42,19.27
2020-06-22,28.49,13.82,18.37,19.26
2020-06-23,28.47,13.81,18.33,19.25
2020-06-24,28.46,13.80,18.28,19.24
2020-06-25,28.45,13.78,18.22,19.23
2020-06-26,28.44,13.75,18.15,19.21
2020-06-27,28.43,13.75,18.11,19.21
2020-06-28,28.42,13.73,18.04,19.20
2020-06-29,28.40,13.72,17.96,19.19
2020-06-30,28.39,13.72,17.88,19.18
2020-07-01,28.38,13.63,17.82,19.17
2020-07-02,28.37,13.64,17.78,19.15
2020-07-03,28.35,13.63,17.74,19.09
2020-07-04,28.33,13.63,17.71,19.10
2020-07-05,28.32,13.60,17.70,19.12
2020-07-06,28.32,13.59,17.69,19.11
2020-07-07,28.32,13.58,17.68,19.09
2020-07-08,28.31,13.57,17.68,19.08
2020-07-09,28.30,13.55,17.65,19.06
2020-07-10,28.28,13.52,17.59,19.04
2020-07-11,28.26,13.51,17.54,19.03
2020-07-12,28.25,13.49,17.51,19.00
2020-07-13,28.24,13.46,17.45,18.98
2020-07-14,28.23,13.44,17.40,18.96
2020-07-15,28.20,13.41,17.35,18.94
2020-07-16,28.17,13.38,17.28,18.92
2020-07-17,28.15,13.35,17.25,18.89
2020-07-18,28.12,13.32,17.20,18.84
2020-07-19,28.09,13.29,17.19,18.79
2020-07-20,28.05,13.26,17.17,18.75
2020-07-21,28.01,13.22,17.11,18.71
2020-07-22,27.98,13.19,17.07,18.68
2020-07-23,27.94,13.15,17.00,18.65
2020-07-24,27.90,13.12,16.94,18.61
2020-07-25,27.86,13.08,16.87,18.56
2020-07-26,27.82,13.03,16.82,18.51
2020-07-27,27.77,12.99,16.76,18.47
2020-07-28,27.72,12.95,16.69,18.43
2020-07-29,27.67,12.90,16.62,18.38
2020-07-30,27.60,12.82,16.54,18.32
2020-07-31,27.54,12.78,16.43,18.27
2020-08-01,27.49,12.74,16.35,18.22
2020-08-02,27.43,12.68,16.29,18.16
2020-08-03,27.37,12.63,16.23,18.10
2020-08-04,27.30,12.58,16.13,18.04
2020-08-05,27.25,12.53,16.08,17.96
2020-08-06,27.20,12.47,16.02,17.89
2020-08-07,27.15,12.42,15.95,17.85
2020-08-08,27.09,12.36,15.89,17.78
2020-08-09,27.03,12.31,15.83,17.71
2020-08-10,26.96,12.25,15.77,17.64
2020-08-11,26.89,12.19,15.75,17.56
2020-08-12,26.84,12.13,15.67,17.51
2020-08-13,26.77,12.07,15.52,17.42
2020-08-14,26.67,12.01,15.43,17.35
2020-08-15,26.60,11.94,15.35,17.28
2020-08-16,26.53,11.87,15.23,17.21
2020-08-17,26.45,11.80,15.13,17.12
2020-08-18,26.35,11.73,15.09,17.03
2020-08-19,26.25,11.65,15.04,16.92
2020-08-20,26.15,11.57,14.93,16.83
2020-08-21,26.05,11.49,14.86,16.72
2020-08-22,25.96,11.41,14.79,16.61
2020-08-23,25.86,11.32,14.72,16.49
2020-08-24,25.76,11.24,14.63,16.37
2020-08-25,25.63,11.15,14.55,16.23
2020-08-26,25.51,11.06,14.47,16.10
2020-08-27,25.39,10.96,14.41,15.97
2020-08-28,25.26,10.86,14.17,15.83
2020-08-29,25.13,10.76,14.14,15.65
2020-08-30,25.00,10.64,14.00,15.47
2020-08-31,24.85,10.54,13.85,15.26
2020-09-01,24.67,10.42,13.73,15.07
2020-09-02,24.51,10.31,13.64,14.85
2020-09-03,24.33,10.18,13.58,14.65
2020-09-04,24.17,10.03,13.46,14.41
2020-09-05,23.98,9.92,13.39,14.14
2020-09-06,23.79,9.78,13.31,13.92
2020-09-07,23.59,9.61,13.19,13.70
2020-09-08,23.39,9.46,13.07,13.46
2020-09-09,23.17,9.31,12.89,13.22
2020-09-10,22.95,9.15,12.72,12.99
2020-09-11,22.75,8.99,12.59,12.75
2020-09-12,22.53,8.82,12.41,12.49
2020-09-13,22.29,8.62,12.29,12.24
2020-09-14,22.05,8.44,12.07,12.00
2020-09-15,21.80,8.24,11.92,11.65
2020-09-16,21.54,8.03,11.78,11.40
2020-09-17,21.28,7.81,11.65,11.12
2020-09-18,21.01,7.60,11.48,10.88
2020-09-19,20.74,7.40,11.29,10.65
2020-09-20,20.49,7.21,11.19,10.40
2020-09-21,20.24,7.00,10.94,10.14
2020-09-22,19.99,6.79,10.70,9.89
2020-09-23,19.75,6.60,10.53,9.64
2020-09-24,19.53,6.39,10.41,9.43
2020-09-25,19.27,6.19,10.29,9.24
2020-09-26,19.07,6.05,10.20,9.11
2020-09-27,18.88,5.85,10.06,8.91
2020-09-28,18.69,5.65,10.00,8.74
2020-09-29,18.49,5.46,9.88,8.56
2020-09-30,18.31,5.28,9.75,8.40
2020-10-01,18.13,5.12,9.63,8.28
2020-10-02,17.97,4.96,9.52,8.14
2020-10-03,17.81,4.77,9.42,8.08
2020-10-04,17.66,4.67,9.36,8.00
2020-10-05,17.51,4.54,9.31,8.00
2020-10-06,17.36,4.41,9.28,7.99
2020-10-07,17.28,4.32,9.23,7.99
2020-10-08,17.21,4.24,9.18,7.98
2020-10-09,17.15,4.14,9.12,7.95
2020-10-10,17.09,4.07,9.07,7.91
2020-10-11,17.04,3.99,9.02,7.87
2020-10-12,17.01,3.94,8.97,7.84
2020-10-13,16.99,3.89,8.92,7.80
2020-10-14,16.98,3.85,8.86,7.77
2020-10-15,16.97,3.85,8.86,7.73
2020-10-16,16.97,3.85,8.83,7.69
2020-10-17,16.98,3.86,8.80,7.66
2020-10-18,17.00,3.88,8.76,7.62
2020-10-19,17.02,3.89,8.71,7.59
2020-10-20,17.03,3.90,8.67,7.55
2020-10-21,17.05,3.91,8.54,7.54
2020-10-22,17.08,3.92,8.49,7.55
2020-10-23,17.09,3.91,8.48,7.56
2020-10-24,17.07,3.89,8.48,7.55
2020-10-25,17.05,3.85,8.48,7.54
2020-10-26,17.02,3.82,8.48,7.54
2020-10-27,16.98,3.78,8.47,7.53
2020-10-28,16.94,3.72,8.44,7.53
2020-10-29,16.89,3.73,8.41,7.48
2020-10-30,16.85,3.68,8.39,7.47
2020-10-31,16.81,3.63,8.37,7.45
2020-11-01,16.77,3.62,8.35,7.44
2020-11-02,16.72,3.59,8.31,7.44
2020-11-03,16.66,3.56,8.30,7.44
2020-11-04,16.62,3.53,8.30,7.44
2020-11-05,16.61,3.51,8.30,7.43
2020-11-06,16.60,3.50,8.33,7.44
2020-11-07,16.60,3.48,8.37,7.47
2020-11-08,16.61,3.47,8.41,7.49
2020-11-09,16.63,3.48,8.45,7.53
2020-11-10,16.65,3.48,8.48,7.58
2020-11-11,16.66,3.48,8.48,7.59
2020-11-12,16.67,3.49,8.54,7.60
2020-11-13,16.69,3.53,8.65,7.60
2020-11-14,16.71,3.55,8.77,7.62
2020-11-15,16.74,3.60,8.85,7.65
2020-11-16,16.77,3.65,8.95,7.66
2020-11-17,16.81,3.69,9.04,7.66
2020-11-18,16.86,3.75,9.10,7.69
2020-11-19,16.92,3.78,9.10,7.72
2020-11-20,16.98,3.81,9.07,7.75
2020-11-21,17.03,3.88,9.05,7.80
2020-11-22,17.08,3.90,8.98,7.82
2020-11-23,17.14,3.91,8.95,7.83
2020-11-24,17.18,3.94,8.92,7.88
2020-11-25,17.25,3.97,8.92,7.92
2020-11-26,17.29,3.99,8.96,7.96
2020-11-27,17.34,4.04,9.17,8.01
2020-11-28,17.39,4.09,9.28,8.07
2020-11-29,17.45,4.15,9.39,8.16
2020-11-30,17.51,4.21,9.47,8.26
2020-12-01,17.60,4.29,9.59,8.37
2020-12-02,17.67,4.37,9.77,8.47
2020-12-03,17.76,4.45,9.88,8.57
2020-12-04,17.86,4.49,9.94,8.70
2020-12-05,17.96,4.62,9.98,8.82
2020-12-06,18.07,4.69,10.03,8.95
2020-12-07,18.18,4.79,10.09,9.14
2020-12-08,18.32,4.88,10.12,9.29
2020-12-09,18.47,4.97,10.13,9.43
2020-12-10,18.59,5.05,10.16,9.57
2020-12-11,18.71,5.14,10.66,9.73
2020-12-12,18.82,5.23,10.50,9.87
2020-12-13,18.93,5.33,10.70,10.00
2020-12-14,19.05,5.42,10.92,10.13
2020-12-15,19.13,5.53,11.16,10.26
2020-12-16,19.26,5.66,11.28,10.40
2020-12-17,19.40,5.79,11.36,10.53
2020-12-18,19.53,5.90,11.71,10.67
2020-12-19,19.65,6.04,12.05,10.81
2020-12-20,19.78,6.19,12.29,10.90
2020-12-21,19.91,6.30,12.40,11.08
2020-12-22,20.02,6.41,12.54,11.23
2020-12-23,20.16,6.51,12.74,11.38
2020-12-24,20.29,6.62,12.83,11.52
2020-12-25,20.41,6.71,12.84,11.62
2020-12-26,20.52,6.81,12.93,11.73
